from playwright.sync_api import sync_playwright

def run():
    with sync_playwright() as p:
        browser = p.chromium.launch(headless=False)
        page = browser.new_page()
        page.goto("https://www.mercadolivre.com.br/", timeout=60000)

        # Espera os carrosséis carregarem completamente
        page.wait_for_selector('.CarouselDynamic', timeout=15000)

        # Pegando todos os carrosséis
        carrosseis = page.query_selector_all('.CarouselDynamic')
        print(f'Total de carrosséis encontrados: {len(carrosseis)}')

        for carrossel in carrosseis:
            # Pegando o título da categoria dentro do carrossel
            titulo_element = carrossel.query_selector('.dynamic-carousel__container--with-link h2')
            if titulo_element:
                titulo_texto = titulo_element.inner_text()
                print(f'Título encontrado: {titulo_texto}')
            else:
                print('Título não encontrado para esse carrossel')
                titulo_texto = 'Sem título'

            # Pegando todos os produtos dentro do carrossel
            produtos = carrossel.query_selector_all('.andes-carousel-snapped__slide')
            print(f'Produtos encontrados: {len(produtos)}')

            for produto in produtos:
                titulo_produto = produto.query_selector('h3.dynamic-carousel__title')
                preco = produto.query_selector('span.dynamic-carousel__price span')
                link = produto.query_selector('a.splinter-link')
                imagem = produto.query_selector('img.dynamic-carousel__img')

                print({
                    'categoria': titulo_texto,
                    'titulo': titulo_produto.inner_text() if titulo_produto else None,
                    'preco': preco.inner_text() if preco else None,
                    'link': link.get_attribute('href') if link else None,
                    'imagem': imagem.get_attribute('src') if imagem else None,
                })

        browser.close()

if __name__ == '__main__':
    run()
Categoria,Titulo,Ranking_venda,Preco,Link_produto,Link_imagem_produto,Data
Games,Disco sólido interno Western Digital WD Green WDS100T3G0A 1TB verde,11,374,https://www.mercadolivre.com.br/disco-solido-interno-western-digital-wd-green-wds100t3g0a-1tb-verde/p/MLB14661338#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=11&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfba56b-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfba56b-299c-11f0-9ecf-f94aa7abff9d&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_859585-MLU70027970531_062023-P.webp,2025-05-05 07:37:18.870485
Games,Controle Joystick Bluetooth Sem Fio Para Tv Pc Cor Preto,12,51,https://www.mercadolivre.com.br/controle-joystick-bluetooth-sem-fio-para-tv-pc-cor-preto/p/MLB35975740#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=12&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfba56c-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfba56c-299c-11f0-9ecf-f94aa7abff9d&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_872578-MLA80377036083_112024-P.webp,2025-05-05 07:37:18.870485
Games,"SSD 1TB Sata 3.0 6 GB/s Interno SanDisk Plus SDSSDA-1T00-G27 2,5 Polegadas Velocidade de Leitura Até 535 MB/s e Gravação Até 350 MB/s Preto",13,402,https://www.mercadolivre.com.br/ssd-1tb-sata-30-6-gbs-interno-sandisk-plus-sdssda-1t00-g27-25-polegadas-velocidade-de-leitura-ate-535-mbs-e-gravaco-ate-350-mbs-preto/p/MLB23032508#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=13&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfba56d-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfba56d-299c-11f0-9ecf-f94aa7abff9d&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_836696-MLU69223186593_052023-P.webp,2025-05-05 07:37:18.870485
Games,Ssd Hd Interno Kingston Sa400s37/480g 480gb Cor Cinza,14,292,https://www.mercadolivre.com.br/ssd-hd-interno-kingston-sa400s37480g-480gb-cor-cinza/p/MLB36764945#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=14&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfba56e-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfba56e-299c-11f0-9ecf-f94aa7abff9d&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_851071-MLU76278768373_052024-P.webp,2025-05-05 07:37:18.870485
Games,Controle Playstation Dualshock 4 Sony cor preto Ps4,15,283,https://www.mercadolivre.com.br/controle-playstation-dualshock-4-sony-cor-preto-ps4/p/MLB10312330#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=15&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfba56f-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfba56f-299c-11f0-9ecf-f94aa7abff9d&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_681474-MLA83797874317_042025-P.webp,2025-05-05 07:37:18.870485
Games,Controle Sem Fio Microsoft Xbox Wireless Series X|s Cor Carbon black,16,399,https://www.mercadolivre.com.br/controle-sem-fio-microsoft-xbox-wireless-series-xs-cor-carbon-black/p/MLB26089834#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=16&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfba570-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfba570-299c-11f0-9ecf-f94aa7abff9d&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_878867-MLU78711884934_092024-P.webp,2025-05-05 07:37:18.870485
Games,"Controlador com fio Gamesir G7 Se para PC/Xbox One, cor azul",17,399,https://www.mercadolivre.com.br/controlador-com-fio-gamesir-g7-se-para-pcxbox-one-cor-azul/p/MLB41147255#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=17&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc70-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc70-299c-11f0-9ecf-f94aa7abff9d&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_928098-MLA79273670090_092024-P.webp,2025-05-05 07:37:18.870485
Games,Fone De Ouvido Qkz Ak6 Profissional Com Microfone + Case Cor Transparente,18,33,https://www.mercadolivre.com.br/fone-de-ouvido-qkz-ak6-profissional-com-microfone-case-cor-transparente/p/MLB25907044#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=18&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc71-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc71-299c-11f0-9ecf-f94aa7abff9d&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_727964-MLU77111062836_062024-P.webp,2025-05-05 07:37:18.870485
Games,Fone De Ouvido Over-ear Gamer Sem Fio Luuk Young Lt30 Rosa C,19,27,https://www.mercadolivre.com.br/fone-de-ouvido-over-ear-gamer-sem-fio-luuk-young-lt30-rosa-c/p/MLB18218520#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=19&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc72-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc72-299c-11f0-9ecf-f94aa7abff9d&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_734026-MLU77108727084_062024-P.webp,2025-05-05 07:37:18.870485
Games,Controle Para Xbox 360 Com Fio Joystick Tv/pc/android,20,56,https://produto.mercadolivre.com.br/MLB-3675643311-controle-para-xbox-360-com-fio-joystick-tvpcandroid-_JM#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=20&c_campaign=games&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc73-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc73-299c-11f0-9ecf-f94aa7abff9d&c_global_position=2,https://http2.mlstatic.com/D_Q_NP_713697-MLB74019430449_012024-P.webp,2025-05-05 07:37:18.870485
Games,Liquidificador Turbo Power Mondial Vermelho/branco 550w L-99 Rw,1,161,https://www.mercadolivre.com.br/liquidificador-turbo-power-mondial-vermelhobranco-550w-l-99-rw/p/MLB15699904#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=1&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc74-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc74-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_613109-MLA42362912982_062020-P.webp,2025-05-05 07:37:18.870485
Games,Liquidificador PH900 Com 12 Velocidades 1200W Cor Preto Philco 127V,2,119,https://www.mercadolivre.com.br/liquidificador-ph900-com-12-velocidades-1200w-cor-preto-philco-127v/p/MLB15578941#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=2&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc75-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc75-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_601586-MLA78076031678_082024-P.webp,2025-05-05 07:37:18.870485
Games,Ventilador Super Power Mondial 30cm Vsp-30-ap 6 Pás 60w,3,130,https://www.mercadolivre.com.br/ventilador-super-power-mondial-30cm-vsp-30-ap-6-pas-60w/p/MLB18932160#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=3&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc76-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc76-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_636554-MLU77353209977_062024-P.webp,2025-05-05 07:37:18.870485
Games,Micro-ondas Electrolux 23L Branco Efficient com Descongelamento Assistido ME23B 110v,4,499,https://www.mercadolivre.com.br/micro-ondas-electrolux-23l-branco-efficient-com-descongelamento-assistido-me23b-110v/p/MLB19617679#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=4&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc77-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc77-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_836384-MLU72338922501_102023-P.webp,2025-05-05 07:37:18.870485
Games,Liquidificador Mondial 3 Velocidades Preto/cinza 550w L-93-BG Cor Preto 127V,5,89,https://www.mercadolivre.com.br/liquidificador-mondial-3-velocidades-pretocinza-550w-l-93-bg-cor-preto-127v/p/MLB46053181#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=5&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc78-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc78-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_742139-MLA83176622890_042025-P.webp,2025-05-05 07:37:18.870485
Games,Mixer Turbo Chef 3 Em 1 200w Triturador E Fuet 127v Elgin,6,119,https://www.mercadolivre.com.br/mixer-turbo-chef-3-em-1-200w-triturador-e-fuet-127v-elgin/p/MLB18709030#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=6&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc79-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc79-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_953357-MLU71001546630_082023-P.webp,2025-05-05 07:37:18.870485
Games,Liquidificador Easy Power Mondial Preto 550W L-550-B,7,79,https://www.mercadolivre.com.br/liquidificador-easy-power-mondial-preto-550w-l-550-b/p/MLB17353887#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=7&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc7a-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc7a-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_743116-MLA46078131142_052021-P.webp,2025-05-05 07:37:18.870485
Games,Prancha Chapinha Lizze Extreme Cor Cinza-escuro Voltagem 110v,8,480,https://www.mercadolivre.com.br/prancha-chapinha-lizze-extreme-cor-cinza-escuro-voltagem-110v/p/MLB24086423#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=8&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc7b-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc7b-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_792215-MLU72637512281_112023-P.webp,2025-05-05 07:37:18.870485
Games,Fogão Cooktop Elétrico Elgin 2 Bocas Preto 127v,9,115,https://www.mercadolivre.com.br/fogo-cooktop-eletrico-elgin-2-bocas-preto-127v/p/MLB22305960#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=9&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc7c-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc7c-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_814827-MLU72559534286_112023-P.webp,2025-05-05 07:37:18.870485
Games,Secador De Cabelo 2000 Watts - Style Pro Taiff 110V,10,239,https://www.mercadolivre.com.br/secador-de-cabelo-2000-watts-style-pro-taiff-110v/p/MLB18572392#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=10&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc7d-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc7d-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_797465-MLU73127509402_122023-P.webp,2025-05-05 07:37:18.870485
Games,"Aspirador pó vertical com fio portátil de mão 2 em 1 potente 1450W cabo 5m capacidade 1,6L filtro HEPA Electrolux STK14 Azul Denim 110v",11,217,https://www.mercadolivre.com.br/aspirador-po-vertical-com-fio-portatil-de-mo-2-em-1-potente-1450w-cabo-5m-capacidade-16l-filtro-hepa-electrolux-stk14-azul-denim-110v/p/MLB18185615#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=11&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc7e-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc7e-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_744233-MLA47476791400_092021-P.webp,2025-05-05 07:37:18.870485
Games,Sanduicheira Master Grill Mondial Preto/Inox 750W S-20,12,89,https://www.mercadolivre.com.br/sanduicheira-master-grill-mondial-pretoinox-750w-s-20/p/MLB22607777#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=12&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc7f-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc7f-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_684525-MLU72639791707_112023-P.webp,2025-05-05 07:37:18.870485
Games,Cooktop a gás Itatiaia Branco 5 Bocas Itamaster Bivolt 127V/220V 3700000344,13,575,https://www.mercadolivre.com.br/cooktop-a-gas-itatiaia-branco-5-bocas-itamaster-bivolt-127v220v-3700000344/p/MLB27361051#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=13&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc80-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc80-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_752910-MLU77142163434_062024-P.webp,2025-05-05 07:37:18.870485
Games,Balança de cozinha digital Balança digital SF-400 pesa até 10kg branco,14,8,https://www.mercadolivre.com.br/balanca-de-cozinha-digital-balanca-digital-sf-400-pesa-ate-10kg-branco/p/MLB24546215#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=14&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc81-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc81-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_617412-MLA80228663543_102024-P.webp,2025-05-05 07:37:18.870485
Games,Panela De Arroz Britânia Pa5 Prime Preta 127V,15,139,https://www.mercadolivre.com.br/panela-de-arroz-britnia-pa5-prime-preta-127v/p/MLB10818507#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=15&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc82-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc82-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_720912-MLU75358698695_032024-P.webp,2025-05-05 07:37:18.870485
Games,Micro-ondas Electrolux de bancada Branco com Função Tira Odor e Manter Aquecido 34L MEO44 127v,16,589,https://www.mercadolivre.com.br/micro-ondas-electrolux-de-bancada-branco-com-funco-tira-odor-e-manter-aquecido-34l-meo44-127v/p/MLB8742310#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=16&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc83-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc83-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_688310-MLA51839213484_102022-P.webp,2025-05-05 07:37:18.870485
Games,Grill E Sanduicheira PGR21PI Maxx Clean 1000W Cinza Philco 110V,17,159,https://www.mercadolivre.com.br/grill-e-sanduicheira-pgr21pi-maxx-clean-1000w-cinza-philco-110v/p/MLB22852655#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=17&c_campaign=eletrodomesticos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcc84-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcc84-299c-11f0-9ecf-f94aa7abff9d&c_global_position=3,https://http2.mlstatic.com/D_Q_NP_883084-MLU72675265304_112023-P.webp,2025-05-05 07:37:18.870485
